category;governorate;hour;dayOfWeek;month;maxParticipants;success_level
CINEMA;Gafsa;19;2;1;67;MEDIUM
CINEMA;Tunis;20;5;3;50;HIGH
KARAOKE;Sousse;22;6;11;30;HIGH
SPORT;Beja;9;0;12;61;LOW
CINEMA;Ben Arous;21;2;12;73;MEDIUM
OTHER;Sidi Bouzid;19;4;6;79;MEDIUM
CEREMONY;Monastir;15;0;6;117;MEDIUM
KARAOKE;Kairouan;21;1;8;57;MEDIUM
CEREMONY;Bizerte;15;5;3;129;MEDIUM
KARAOKE;Kasserine;18;5;10;15;HIGH
CEREMONY;Sfax;11;0;4;165;LOW
KARAOKE;Kef;20;6;6;38;HIGH
CEREMONY;Tunis;10;4;10;72;MEDIUM
OTHER;Kairouan;18;3;7;12;MEDIUM
KARAOKE;Sfax;21;1;7;44;HIGH
CINEMA;Kasserine;21;6;2;27;HIGH
CEREMONY;Bizerte;10;0;10;104;LOW
CINEMA;Zaghouan;20;4;7;60;MEDIUM
CINEMA;Sidi Bouzid;21;2;6;61;MEDIUM
SPORT;Gafsa;18;5;11;60;HIGH
OTHER;Sfax;17;3;4;61;MEDIUM
CEREMONY;Sousse;11;6;8;70;HIGH
CINEMA;Kasserine;19;0;9;57;MEDIUM
CEREMONY;Tataouine;10;5;2;128;MEDIUM
OTHER;Tataouine;15;3;7;34;MEDIUM
SPORT;Medenine;9;1;10;99;MEDIUM
OTHER;Ben Arous;18;4;12;62;MEDIUM
SPORT;Siliana;17;1;3;92;MEDIUM
CEREMONY;Gafsa;9;2;1;183;LOW
CEREMONY;Sfax;15;6;4;71;HIGH
CEREMONY;Kairouan;16;6;4;74;HIGH
CEREMONY;Tozeur;10;2;3;105;LOW
SPORT;Tunis;9;4;8;78;MEDIUM
CINEMA;Gafsa;21;3;4;37;MEDIUM
CEREMONY;Mahdia;16;0;10;114;MEDIUM
CINEMA;Beja;20;5;2;15;HIGH
SPORT;Gafsa;18;3;9;80;MEDIUM
CEREMONY;Ben Arous;17;3;5;167;MEDIUM
SPORT;Tozeur;19;4;11;88;MEDIUM
SPORT;Sousse;16;6;12;27;HIGH
KARAOKE;Kasserine;18;2;7;55;MEDIUM
OTHER;Tataouine;19;3;7;25;MEDIUM
SPORT;Nabeul;19;2;10;116;HIGH
SPORT;Kebili;9;2;7;104;LOW
KARAOKE;Nabeul;19;6;8;23;HIGH
KARAOKE;Manouba;20;5;12;14;HIGH
CEREMONY;Tozeur;14;6;4;96;MEDIUM
KARAOKE;Kef;21;2;8;54;MEDIUM
KARAOKE;Gabes;20;4;1;58;MEDIUM
CINEMA;Nabeul;21;2;1;43;MEDIUM
KARAOKE;Gabes;20;5;5;29;HIGH
CINEMA;Gabes;19;3;12;71;MEDIUM
KARAOKE;Nabeul;19;1;10;28;HIGH
CEREMONY;Jendouba;16;1;1;84;LOW
OTHER;Kef;11;4;1;43;LOW
KARAOKE;Kebili;22;5;9;35;MEDIUM
CEREMONY;Medenine;10;2;11;69;MEDIUM
OTHER;Mahdia;14;4;6;58;MEDIUM
CEREMONY;Tataouine;10;6;9;153;LOW
CINEMA;Monastir;20;0;11;23;HIGH
KARAOKE;Beja;20;1;4;19;MEDIUM
KARAOKE;Medenine;18;5;4;32;HIGH
CEREMONY;Sousse;15;5;1;164;MEDIUM
CINEMA;Kebili;18;2;11;19;MEDIUM
CEREMONY;Tataouine;9;2;9;47;LOW
KARAOKE;Sfax;22;6;12;44;MEDIUM
SPORT;Ariana;16;4;9;51;HIGH
CINEMA;Jendouba;18;5;11;46;MEDIUM
CINEMA;Tozeur;20;1;1;49;MEDIUM
OTHER;Jendouba;10;5;4;18;MEDIUM
CINEMA;Mahdia;19;0;4;44;MEDIUM
CINEMA;Gabes;21;3;8;27;HIGH
OTHER;Ariana;14;6;11;19;HIGH
CINEMA;Monastir;17;3;2;75;MEDIUM
CINEMA;Manouba;21;4;4;77;MEDIUM
KARAOKE;Gabes;18;4;7;17;HIGH
CEREMONY;Tataouine;10;4;11;187;LOW
CEREMONY;Tunis;11;6;7;183;MEDIUM
KARAOKE;Monastir;19;2;9;40;HIGH
OTHER;Kef;19;2;5;78;LOW
CINEMA;Siliana;19;5;9;79;MEDIUM
KARAOKE;Tataouine;21;0;3;41;MEDIUM
SPORT;Siliana;17;3;8;40;HIGH
CINEMA;Ben Arous;20;5;5;27;HIGH
CEREMONY;Siliana;16;5;9;76;MEDIUM
CINEMA;Manouba;18;1;5;79;MEDIUM
KARAOKE;Siliana;22;3;2;53;LOW
KARAOKE;Medenine;19;4;11;19;MEDIUM
KARAOKE;Zaghouan;19;6;7;60;HIGH
CINEMA;Zaghouan;21;5;3;56;MEDIUM
OTHER;Monastir;19;4;7;44;MEDIUM
CINEMA;Jendouba;20;6;5;62;MEDIUM
CINEMA;Kef;19;5;6;55;HIGH
CEREMONY;Kef;14;4;7;136;MEDIUM
SPORT;Kasserine;8;3;6;102;LOW
CINEMA;Sousse;19;0;12;40;HIGH
CINEMA;Gafsa;19;2;6;18;MEDIUM
KARAOKE;Sidi Bouzid;21;2;9;45;MEDIUM
CINEMA;Bizerte;21;4;8;50;MEDIUM
SPORT;Ben Arous;9;1;6;112;MEDIUM
CEREMONY;Kebili;15;3;1;198;LOW
CEREMONY;Tozeur;16;3;4;101;LOW
OTHER;Gabes;15;0;2;17;MEDIUM
KARAOKE;Jendouba;22;2;8;28;MEDIUM
SPORT;Monastir;9;5;2;61;HIGH
CEREMONY;Nabeul;17;1;10;106;MEDIUM
OTHER;Bizerte;17;0;8;41;MEDIUM
KARAOKE;Gabes;22;6;11;26;MEDIUM
OTHER;Mahdia;13;5;1;27;MEDIUM
SPORT;Tozeur;18;5;6;66;HIGH
CEREMONY;Kebili;10;1;6;149;LOW
CINEMA;Sousse;19;2;4;48;MEDIUM
KARAOKE;Medenine;18;1;2;51;MEDIUM
CEREMONY;Sidi Bouzid;14;6;8;42;HIGH
OTHER;Ariana;17;2;1;82;MEDIUM
CEREMONY;Ariana;15;6;6;167;HIGH
CEREMONY;Kef;15;2;11;47;MEDIUM
SPORT;Gabes;8;4;2;88;LOW
CINEMA;Mahdia;17;4;8;39;HIGH
SPORT;Gafsa;16;6;5;79;MEDIUM
CEREMONY;Kebili;10;5;6;48;MEDIUM
CINEMA;Tataouine;21;2;8;70;MEDIUM
SPORT;Kasserine;17;2;1;99;MEDIUM
CEREMONY;Tunis;9;1;6;139;MEDIUM
CINEMA;Jendouba;18;4;11;56;MEDIUM
OTHER;Sousse;19;5;4;83;MEDIUM
KARAOKE;Tozeur;22;1;4;59;LOW
CINEMA;Bizerte;19;1;2;18;MEDIUM
OTHER;Medenine;9;6;3;79;MEDIUM
KARAOKE;Ben Arous;20;6;6;24;HIGH
CINEMA;Bizerte;19;1;7;49;MEDIUM
CINEMA;Bizerte;19;0;3;71;MEDIUM
SPORT;Kasserine;8;3;12;114;LOW
CINEMA;Kasserine;17;3;8;66;MEDIUM
CINEMA;Bizerte;20;4;2;26;MEDIUM
CINEMA;Mahdia;21;5;9;30;HIGH
CINEMA;Bizerte;17;3;12;60;MEDIUM
KARAOKE;Sidi Bouzid;19;1;2;42;MEDIUM
KARAOKE;Monastir;20;4;2;39;HIGH
SPORT;Tunis;16;6;7;71;HIGH
SPORT;Kairouan;10;2;2;75;MEDIUM
KARAOKE;Beja;18;5;11;34;HIGH
CEREMONY;Tunis;11;5;11;112;MEDIUM
SPORT;Nabeul;19;1;3;92;MEDIUM
SPORT;Nabeul;17;1;3;108;MEDIUM
CEREMONY;Ariana;9;4;4;199;LOW
KARAOKE;Kairouan;22;3;3;36;MEDIUM
CINEMA;Zaghouan;21;1;12;38;MEDIUM
KARAOKE;Manouba;19;0;8;23;HIGH
KARAOKE;Kasserine;20;6;5;49;MEDIUM
KARAOKE;Tunis;18;2;1;40;HIGH
SPORT;Kebili;19;1;7;25;HIGH
OTHER;Kasserine;21;4;12;77;LOW
CINEMA;Zaghouan;17;0;6;43;MEDIUM
SPORT;Sidi Bouzid;8;0;8;79;MEDIUM
CEREMONY;Sfax;14;1;10;193;MEDIUM
SPORT;Kef;16;3;5;36;MEDIUM
KARAOKE;Gafsa;22;2;10;52;LOW
SPORT;Monastir;16;5;10;45;HIGH
CINEMA;Beja;21;1;3;43;MEDIUM
SPORT;Kebili;8;5;7;56;MEDIUM
OTHER;Manouba;12;1;5;33;LOW
KARAOKE;Siliana;21;5;10;43;MEDIUM
OTHER;Gabes;13;6;3;51;MEDIUM
CEREMONY;Kairouan;16;1;10;38;MEDIUM
CEREMONY;Tataouine;9;6;4;76;MEDIUM
SPORT;Nabeul;18;0;4;40;HIGH
CEREMONY;Siliana;9;4;8;153;LOW
KARAOKE;Bizerte;22;3;8;23;MEDIUM
CEREMONY;Medenine;11;4;8;60;MEDIUM
KARAOKE;Tataouine;22;2;6;21;MEDIUM
KARAOKE;Siliana;21;6;9;39;HIGH
SPORT;Gafsa;19;2;9;53;MEDIUM
SPORT;Kairouan;16;5;1;89;MEDIUM
CINEMA;Manouba;18;3;2;30;MEDIUM
OTHER;Tozeur;13;1;6;49;LOW
CEREMONY;Sidi Bouzid;15;0;9;76;MEDIUM
CEREMONY;Mahdia;10;1;11;86;LOW
SPORT;Bizerte;18;5;6;87;HIGH
OTHER;Nabeul;18;6;9;77;HIGH
SPORT;Sfax;10;4;4;108;MEDIUM
OTHER;Zaghouan;14;1;2;97;LOW
CINEMA;Tataouine;21;1;12;34;MEDIUM
OTHER;Medenine;15;6;4;45;MEDIUM
SPORT;Kasserine;10;3;9;73;MEDIUM
CEREMONY;Sousse;11;1;12;106;MEDIUM
SPORT;Ben Arous;10;5;9;105;HIGH
KARAOKE;Bizerte;22;4;2;13;MEDIUM
CEREMONY;Nabeul;10;3;3;92;MEDIUM
CEREMONY;Zaghouan;16;3;7;181;LOW
CINEMA;Beja;19;0;4;50;MEDIUM
CINEMA;Kasserine;17;5;12;34;HIGH
CINEMA;Sousse;18;5;5;56;HIGH
SPORT;Tataouine;8;4;5;87;LOW
SPORT;Tataouine;17;3;4;104;MEDIUM
CEREMONY;Kef;17;0;9;186;LOW
CEREMONY;Nabeul;9;6;12;117;MEDIUM
KARAOKE;Ariana;21;6;5;17;HIGH
CEREMONY;Sidi Bouzid;15;1;12;154;LOW
KARAOKE;Beja;22;0;2;56;LOW
OTHER;Medenine;14;1;11;73;LOW
CEREMONY;Sidi Bouzid;9;5;2;101;MEDIUM
KARAOKE;Jendouba;22;2;7;52;LOW
KARAOKE;Kairouan;18;0;2;55;MEDIUM
CEREMONY;Beja;15;3;4;181;LOW
CEREMONY;Gafsa;11;0;12;154;LOW
OTHER;Medenine;18;3;10;76;MEDIUM
CEREMONY;Ariana;15;0;10;194;MEDIUM
SPORT;Gabes;8;0;4;66;MEDIUM
OTHER;Gafsa;20;4;7;60;MEDIUM
SPORT;Kairouan;18;6;8;78;HIGH
OTHER;Mahdia;9;3;11;65;LOW
SPORT;Bizerte;17;1;1;100;MEDIUM
KARAOKE;Manouba;20;3;1;56;MEDIUM
CEREMONY;Jendouba;11;6;11;118;MEDIUM
KARAOKE;Beja;20;3;1;30;MEDIUM
CEREMONY;Tozeur;16;2;3;83;LOW
OTHER;Sfax;19;2;12;61;MEDIUM
KARAOKE;Zaghouan;21;6;2;31;HIGH
KARAOKE;Medenine;22;5;4;30;MEDIUM
KARAOKE;Manouba;18;5;7;30;HIGH
OTHER;Monastir;19;1;7;35;HIGH
KARAOKE;Tozeur;21;2;6;38;MEDIUM
KARAOKE;Zaghouan;19;2;1;17;MEDIUM
CINEMA;Gabes;19;4;12;52;MEDIUM
OTHER;Sfax;11;3;10;99;LOW
SPORT;Bizerte;8;0;12;96;LOW
CEREMONY;Jendouba;10;5;6;166;MEDIUM
KARAOKE;Kasserine;19;3;2;57;MEDIUM
KARAOKE;Medenine;22;0;6;24;MEDIUM
CEREMONY;Ariana;10;4;3;200;LOW
KARAOKE;Tunis;21;1;12;24;HIGH
CINEMA;Beja;20;5;4;33;HIGH
SPORT;Kef;9;0;10;81;LOW
CEREMONY;Sidi Bouzid;15;4;10;79;MEDIUM
CEREMONY;Zaghouan;17;4;10;132;MEDIUM
OTHER;Kasserine;20;2;12;56;LOW
KARAOKE;Sidi Bouzid;20;2;4;30;MEDIUM
OTHER;Kairouan;10;5;3;51;MEDIUM
CINEMA;Sfax;21;1;2;79;MEDIUM
CEREMONY;Sfax;11;0;10;88;MEDIUM
KARAOKE;Tozeur;22;6;4;39;MEDIUM
KARAOKE;Gabes;18;3;10;38;MEDIUM
CEREMONY;Gabes;14;0;3;35;MEDIUM
OTHER;Sousse;17;5;1;54;HIGH
CEREMONY;Tozeur;10;0;11;120;LOW
SPORT;Kebili;10;4;5;113;LOW
SPORT;Tozeur;17;3;7;110;MEDIUM
CINEMA;Kasserine;18;5;8;54;HIGH
OTHER;Tozeur;19;2;6;39;MEDIUM
OTHER;Mahdia;15;1;9;97;LOW
OTHER;Siliana;9;4;1;55;LOW
OTHER;Manouba;21;0;10;18;MEDIUM
OTHER;Sidi Bouzid;20;1;12;34;MEDIUM
CINEMA;Medenine;18;6;3;18;HIGH
CEREMONY;Kebili;9;2;2;54;LOW
CEREMONY;Gabes;16;5;7;134;HIGH
CEREMONY;Tozeur;14;1;6;76;MEDIUM
SPORT;Kef;10;1;12;75;LOW
KARAOKE;Monastir;18;1;5;35;HIGH
CINEMA;Beja;19;5;11;25;HIGH
KARAOKE;Sousse;18;4;5;11;HIGH
OTHER;Ariana;17;0;11;57;MEDIUM
SPORT;Zaghouan;8;4;1;20;MEDIUM
KARAOKE;Kasserine;20;0;10;46;MEDIUM
KARAOKE;Ben Arous;19;1;11;49;MEDIUM
CEREMONY;Zaghouan;15;1;6;54;MEDIUM
CINEMA;Medenine;19;4;3;71;MEDIUM
CINEMA;Mahdia;18;6;8;18;HIGH
OTHER;Ariana;17;6;2;49;HIGH
KARAOKE;Manouba;20;5;3;47;HIGH
OTHER;Zaghouan;10;3;4;87;LOW
CINEMA;Medenine;19;3;11;64;MEDIUM
CEREMONY;Manouba;16;4;2;116;MEDIUM
CINEMA;Kairouan;18;1;8;39;HIGH
CEREMONY;Ariana;11;0;8;198;MEDIUM
OTHER;Manouba;17;0;11;93;LOW
KARAOKE;Mahdia;22;4;12;44;LOW
OTHER;Kasserine;21;4;11;35;MEDIUM
KARAOKE;Siliana;19;3;4;28;MEDIUM
CEREMONY;Kasserine;14;3;2;155;LOW
SPORT;Monastir;8;2;9;81;MEDIUM
OTHER;Kasserine;13;3;5;97;LOW
SPORT;Mahdia;19;0;4;31;HIGH
KARAOKE;Gabes;22;4;3;51;LOW
KARAOKE;Kebili;18;4;1;13;MEDIUM
KARAOKE;Kasserine;19;2;9;13;MEDIUM
CEREMONY;Kebili;15;4;3;160;LOW
KARAOKE;Gafsa;18;1;2;39;MEDIUM
CINEMA;Beja;19;0;12;41;MEDIUM
CEREMONY;Bizerte;15;5;10;33;HIGH
SPORT;Kasserine;9;5;2;57;MEDIUM
SPORT;Beja;18;6;6;42;HIGH
CEREMONY;Beja;11;6;7;41;MEDIUM
CINEMA;Nabeul;21;1;10;48;MEDIUM
CEREMONY;Gafsa;15;5;11;109;MEDIUM
CINEMA;Tataouine;19;3;12;16;MEDIUM
CEREMONY;Sidi Bouzid;14;2;4;154;LOW
KARAOKE;Medenine;18;5;12;35;HIGH
SPORT;Tozeur;19;3;3;104;MEDIUM
CINEMA;Ben Arous;17;0;3;77;MEDIUM
SPORT;Zaghouan;17;2;3;114;MEDIUM
KARAOKE;Gafsa;21;2;9;28;MEDIUM
KARAOKE;Gabes;20;0;2;35;MEDIUM
CINEMA;Ben Arous;21;6;8;40;HIGH
CINEMA;Mahdia;17;3;8;28;HIGH
SPORT;Beja;8;6;7;43;MEDIUM
SPORT;Tozeur;19;0;4;75;MEDIUM
OTHER;Kairouan;16;5;3;66;MEDIUM
OTHER;Ariana;19;4;4;36;MEDIUM
KARAOKE;Ariana;22;0;3;31;MEDIUM
KARAOKE;Zaghouan;20;3;4;51;MEDIUM
SPORT;Kasserine;16;1;5;84;LOW
SPORT;Beja;9;5;4;62;MEDIUM
CEREMONY;Tunis;17;3;2;92;MEDIUM
OTHER;Mahdia;13;4;3;28;LOW
OTHER;Siliana;9;0;11;18;LOW
CEREMONY;Mahdia;15;0;10;73;MEDIUM
KARAOKE;Kairouan;18;1;2;53;MEDIUM
CINEMA;Tunis;20;0;10;22;HIGH
CEREMONY;Gabes;9;6;4;190;MEDIUM
SPORT;Gabes;17;0;1;103;MEDIUM
CEREMONY;Gabes;16;3;5;187;LOW
CEREMONY;Sousse;16;1;11;155;MEDIUM
OTHER;Jendouba;14;5;8;71;MEDIUM
CINEMA;Sousse;21;2;4;33;HIGH
KARAOKE;Tataouine;19;3;5;20;MEDIUM
KARAOKE;Kebili;18;3;5;19;MEDIUM
SPORT;Sousse;16;5;9;49;HIGH
CEREMONY;Nabeul;17;5;6;83;HIGH
CEREMONY;Sidi Bouzid;14;3;12;145;LOW
CEREMONY;Kasserine;14;2;6;113;MEDIUM
CEREMONY;Nabeul;16;4;4;92;MEDIUM
CINEMA;Tozeur;18;4;4;61;MEDIUM
CEREMONY;Sfax;17;6;7;125;HIGH
KARAOKE;Bizerte;21;1;8;16;HIGH
OTHER;Tataouine;16;2;10;62;LOW
SPORT;Bizerte;9;2;9;40;MEDIUM
CEREMONY;Mahdia;14;1;8;36;HIGH
CINEMA;Kasserine;21;5;3;49;MEDIUM
OTHER;Nabeul;19;3;10;35;MEDIUM
CINEMA;Sidi Bouzid;19;3;4;31;MEDIUM
CEREMONY;Siliana;15;6;10;165;MEDIUM
SPORT;Gafsa;8;6;2;30;MEDIUM
SPORT;Tunis;19;6;1;62;HIGH
SPORT;Siliana;10;1;12;39;MEDIUM
CINEMA;Kef;17;2;10;55;MEDIUM
OTHER;Sousse;16;2;12;32;MEDIUM
KARAOKE;Kef;18;6;9;20;HIGH
CINEMA;Zaghouan;20;0;9;67;MEDIUM
CINEMA;Sfax;21;5;8;50;HIGH
CINEMA;Manouba;18;3;2;20;MEDIUM
CINEMA;Kasserine;20;3;8;36;MEDIUM
SPORT;Gabes;18;6;6;76;HIGH
OTHER;Gabes;11;3;1;72;LOW
OTHER;Kairouan;14;0;6;18;MEDIUM
CINEMA;Nabeul;21;2;11;65;MEDIUM
CINEMA;Manouba;18;5;6;52;HIGH
SPORT;Kairouan;17;6;8;22;HIGH
OTHER;Gabes;15;1;6;42;MEDIUM
CINEMA;Mahdia;19;4;1;77;MEDIUM
KARAOKE;Zaghouan;18;5;4;54;MEDIUM
KARAOKE;Jendouba;21;3;6;12;MEDIUM
KARAOKE;Kebili;21;5;2;31;HIGH
OTHER;Ariana;11;6;10;11;MEDIUM
OTHER;Tunis;13;3;4;70;LOW
CEREMONY;Kasserine;9;5;11;99;MEDIUM
CEREMONY;Siliana;11;6;9;138;MEDIUM
CEREMONY;Tozeur;11;1;6;96;LOW
OTHER;Bizerte;16;2;5;20;MEDIUM
CEREMONY;Gafsa;9;6;11;111;MEDIUM
OTHER;Manouba;9;6;3;23;MEDIUM
CINEMA;Ben Arous;18;2;2;34;HIGH
OTHER;Beja;21;0;2;11;MEDIUM
SPORT;Kebili;19;2;10;29;HIGH
CINEMA;Gabes;20;5;6;28;HIGH
OTHER;Manouba;9;5;3;35;MEDIUM
SPORT;Zaghouan;8;5;2;20;MEDIUM
CEREMONY;Gafsa;10;1;1;50;LOW
CEREMONY;Siliana;16;4;4;151;LOW
CINEMA;Tozeur;20;4;12;38;MEDIUM
CEREMONY;Kef;16;5;10;45;MEDIUM
CEREMONY;Zaghouan;15;0;2;75;MEDIUM
CINEMA;Jendouba;18;4;10;39;MEDIUM
SPORT;Tozeur;19;0;4;43;MEDIUM
KARAOKE;Beja;19;3;11;47;MEDIUM
KARAOKE;Medenine;21;4;11;28;MEDIUM
CINEMA;Sidi Bouzid;19;6;6;45;HIGH
OTHER;Tunis;19;5;5;46;HIGH
CINEMA;Ben Arous;17;0;8;59;HIGH
SPORT;Medenine;19;6;7;30;HIGH
CEREMONY;Tunis;16;5;2;111;HIGH
OTHER;Kairouan;20;5;10;96;MEDIUM
SPORT;Gabes;10;5;6;77;HIGH
KARAOKE;Kebili;21;2;8;29;MEDIUM
CEREMONY;Siliana;15;5;4;88;MEDIUM
OTHER;Zaghouan;9;5;6;62;MEDIUM
CEREMONY;Sousse;11;6;7;148;HIGH
CEREMONY;Sousse;10;1;12;128;MEDIUM
CEREMONY;Tunis;17;1;6;127;HIGH
CINEMA;Kasserine;19;0;7;37;MEDIUM
CINEMA;Gabes;18;1;2;17;MEDIUM
CEREMONY;Monastir;10;2;6;80;MEDIUM
SPORT;Monastir;16;1;5;90;MEDIUM
KARAOKE;Beja;19;3;10;56;MEDIUM
CEREMONY;Sidi Bouzid;14;6;3;154;MEDIUM
SPORT;Kairouan;8;0;6;110;MEDIUM
CEREMONY;Medenine;11;1;4;162;LOW
CEREMONY;Bizerte;14;3;1;108;MEDIUM
CINEMA;Siliana;19;5;10;69;MEDIUM
OTHER;Manouba;18;1;9;46;MEDIUM
KARAOKE;Kebili;20;6;12;18;HIGH
KARAOKE;Gabes;21;0;1;38;MEDIUM
KARAOKE;Sidi Bouzid;19;1;6;54;MEDIUM
CINEMA;Siliana;20;6;5;58;MEDIUM
OTHER;Siliana;20;1;3;51;LOW
OTHER;Beja;20;4;10;40;MEDIUM
CINEMA;Monastir;21;3;1;55;MEDIUM
OTHER;Manouba;15;6;3;89;MEDIUM
KARAOKE;Ben Arous;22;3;8;48;MEDIUM
KARAOKE;Ben Arous;21;3;4;60;MEDIUM
KARAOKE;Tozeur;19;2;1;40;MEDIUM
CINEMA;Beja;17;2;6;76;MEDIUM
OTHER;Nabeul;21;2;6;72;MEDIUM
KARAOKE;Medenine;22;1;11;22;MEDIUM
OTHER;Medenine;10;2;12;17;LOW
CINEMA;Mahdia;21;2;4;63;MEDIUM
CEREMONY;Tozeur;17;6;1;106;MEDIUM
KARAOKE;Bizerte;19;2;1;11;MEDIUM
CEREMONY;Ben Arous;11;3;3;144;MEDIUM
CEREMONY;Sfax;10;4;8;110;MEDIUM
SPORT;Jendouba;16;2;4;110;LOW
OTHER;Sousse;13;1;10;26;MEDIUM
KARAOKE;Tunis;18;0;6;45;HIGH
CEREMONY;Kairouan;10;2;12;126;LOW
OTHER;Tunis;19;3;11;51;MEDIUM
CEREMONY;Zaghouan;11;4;1;194;LOW
KARAOKE;Siliana;22;6;10;12;MEDIUM
OTHER;Ariana;20;5;12;26;HIGH
CEREMONY;Ben Arous;9;1;3;56;MEDIUM
OTHER;Zaghouan;20;1;2;56;LOW
KARAOKE;Siliana;18;3;6;58;MEDIUM
SPORT;Monastir;16;4;1;87;MEDIUM
CEREMONY;Tataouine;17;3;12;69;MEDIUM
OTHER;Ben Arous;12;3;3;24;MEDIUM
KARAOKE;Beja;19;0;11;53;MEDIUM
OTHER;Tunis;9;5;12;38;MEDIUM
CEREMONY;Ariana;9;1;4;69;MEDIUM
CINEMA;Mahdia;19;2;7;65;MEDIUM
SPORT;Mahdia;19;2;8;23;HIGH
CEREMONY;Sfax;9;0;4;180;LOW
SPORT;Bizerte;9;4;8;20;MEDIUM
KARAOKE;Tozeur;18;4;6;42;MEDIUM
CINEMA;Kasserine;18;1;9;15;MEDIUM
OTHER;Kef;13;4;6;75;LOW
CEREMONY;Zaghouan;17;1;10;95;MEDIUM
KARAOKE;Bizerte;20;2;7;17;HIGH
KARAOKE;Sousse;18;3;10;51;MEDIUM
OTHER;Kasserine;12;1;2;15;LOW
CEREMONY;Manouba;16;6;4;81;MEDIUM
OTHER;Kebili;20;2;12;96;LOW
CINEMA;Gabes;19;2;8;21;HIGH
CINEMA;Gabes;19;1;9;18;MEDIUM
KARAOKE;Tunis;19;6;3;31;HIGH
CINEMA;Monastir;20;5;6;73;HIGH
CEREMONY;Medenine;17;1;8;152;MEDIUM
OTHER;Medenine;13;6;11;41;MEDIUM
SPORT;Medenine;8;0;1;99;LOW
SPORT;Tunis;10;0;5;76;MEDIUM
CEREMONY;Kebili;15;1;2;43;MEDIUM
KARAOKE;Bizerte;19;3;12;33;MEDIUM
SPORT;Jendouba;16;5;1;58;MEDIUM
SPORT;Manouba;10;1;5;78;MEDIUM
CINEMA;Manouba;17;3;3;16;MEDIUM
SPORT;Ben Arous;18;1;8;94;HIGH
OTHER;Jendouba;13;0;12;82;LOW
CEREMONY;Ben Arous;16;5;3;85;HIGH
SPORT;Kasserine;18;3;1;24;MEDIUM
CEREMONY;Sidi Bouzid;17;3;7;74;MEDIUM
SPORT;Gabes;8;5;2;118;MEDIUM
KARAOKE;Tozeur;20;5;8;22;HIGH
KARAOKE;Tunis;20;6;4;25;HIGH
CEREMONY;Tunis;16;0;10;141;MEDIUM
OTHER;Tozeur;16;6;4;16;MEDIUM
KARAOKE;Kairouan;18;4;6;39;HIGH
CEREMONY;Sfax;10;2;11;125;MEDIUM
OTHER;Sfax;11;2;12;91;LOW
KARAOKE;Sidi Bouzid;19;4;7;33;MEDIUM
CEREMONY;Kairouan;17;2;3;156;MEDIUM
OTHER;Sidi Bouzid;14;3;2;87;LOW
KARAOKE;Nabeul;20;2;11;39;HIGH
CEREMONY;Sfax;17;5;3;40;HIGH
KARAOKE;Mahdia;19;4;6;44;MEDIUM
CINEMA;Gabes;18;6;4;65;HIGH
SPORT;Sidi Bouzid;8;4;9;25;MEDIUM
OTHER;Manouba;18;0;5;80;MEDIUM
CINEMA;Kebili;18;5;12;57;MEDIUM
CEREMONY;Manouba;11;5;6;170;MEDIUM
CEREMONY;Mahdia;16;6;7;86;HIGH
OTHER;Kairouan;20;3;12;23;MEDIUM
CINEMA;Tataouine;20;1;12;39;MEDIUM
SPORT;Mahdia;19;0;8;38;HIGH
SPORT;Tozeur;10;1;7;58;MEDIUM
CINEMA;Sfax;17;6;4;18;HIGH
SPORT;Tunis;10;0;4;43;MEDIUM
SPORT;Ben Arous;10;3;2;74;MEDIUM
KARAOKE;Gafsa;21;0;12;48;MEDIUM
KARAOKE;Siliana;21;2;4;29;MEDIUM
CEREMONY;Medenine;15;3;11;187;LOW
OTHER;Ariana;19;3;1;73;MEDIUM
KARAOKE;Kairouan;18;2;12;40;MEDIUM
CEREMONY;Sfax;17;0;7;180;MEDIUM
OTHER;Kairouan;19;3;1;58;MEDIUM
SPORT;Monastir;19;0;8;52;HIGH
OTHER;Ben Arous;10;1;12;90;LOW
SPORT;Sousse;16;5;6;50;HIGH
OTHER;Monastir;9;2;5;80;LOW
CEREMONY;Bizerte;15;3;2;32;MEDIUM
CINEMA;Gabes;17;4;8;23;HIGH
OTHER;Zaghouan;16;2;12;82;LOW
CEREMONY;Sfax;16;5;1;94;HIGH
OTHER;Manouba;20;4;8;32;MEDIUM
CEREMONY;Kef;17;1;1;104;MEDIUM
OTHER;Siliana;15;0;11;29;LOW
SPORT;Bizerte;16;3;4;20;MEDIUM
CEREMONY;Kebili;17;5;3;126;MEDIUM
SPORT;Kef;9;1;6;107;LOW
OTHER;Monastir;12;5;8;99;MEDIUM
SPORT;Manouba;9;1;3;114;LOW
OTHER;Gabes;9;3;8;56;LOW
CEREMONY;Tunis;16;4;12;124;MEDIUM
OTHER;Manouba;15;3;1;45;LOW
CEREMONY;Sfax;16;3;2;46;MEDIUM
SPORT;Jendouba;18;2;8;71;MEDIUM
OTHER;Beja;11;0;1;30;LOW
SPORT;Gabes;9;5;4;77;MEDIUM
OTHER;Kairouan;17;2;8;18;MEDIUM
CINEMA;Gabes;20;0;9;20;MEDIUM
CINEMA;Bizerte;18;2;3;65;MEDIUM
SPORT;Kairouan;8;4;1;34;MEDIUM
OTHER;Gafsa;13;4;9;11;LOW
KARAOKE;Nabeul;20;1;8;23;HIGH
